,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-272411000.0,-287079000.0,-371023000.0,-99270000.0
Change To Liabilities,4834000.0,10420000.0,2453000.0,-606000.0
Total Cashflows From Investing Activities,-453872000.0,-863698000.0,-383918000.0,-105817000.0
Net Borrowings,562704000.0,562704000.0,-2524000.0,1129603000.0
Total Cash From Financing Activities,2104111000.0,283540000.0,-280235000.0,1599000000.0
Change To Operating Activities,-13907000.0,29933000.0,-492000.0,-5852000.0
Issuance Of Stock,1355659000.0,5175000.0,10129000.0,8480000.0
Net Income,-75685000.0,-41862000.0,-26728000.0,-17179000.0
Change In Cash,1628933000.0,-562372000.0,-665733000.0,1483956000.0
Effect Of Exchange Rate,-172000.0,-172000.0,-172000.0,-172000.0
Total Cash From Operating Activities,-21134000.0,17786000.0,-1580000.0,-9227000.0
Depreciation,10659000.0,4907000.0,1525000.0,1000000.0
Other Cashflows From Investing Activities,-32663000.0,-17423000.0,-9091000.0,1541000.0
Change To Account Receivables,1198000.0,-1456000.0,-3042000.0,-2440000.0
Other Cashflows From Financing Activities,185748000.0,278365000.0,-287840000.0,460917000.0
Change To Netincome,42810000.0,1384000.0,12885000.0,11945000.0
Capital Expenditures,-1404000.0,-1840000.0,-3426000.0,-7742000.0
