,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,42472000.0,29677000.0,22286000.0,20486000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-79626000.0,-82146000.0,-26728000.0,-17512000.0
Minority Interest,,,,
Net Income,-75685000.0,-41862000.0,-26728000.0,-17179000.0
Selling General Administrative,116547000.0,83522000.0,37314000.0,33757000.0
Gross Profit,86731000.0,58088000.0,44423000.0,40170000.0
Ebit,-72451000.0,-55219000.0,-15296000.0,-14171000.0
Operating Income,-72451000.0,-55219000.0,-15296000.0,-14171000.0
Other Operating Expenses,163000.0,108000.0,119000.0,98000.0
Interest Expense,-1828000.0,-12312000.0,-11888000.0,-3928000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-3941000.0,-40284000.0,0.0,-333000.0
Total Revenue,116403000.0,78273000.0,59738000.0,54045000.0
Total Operating Expenses,188854000.0,133492000.0,75034000.0,68216000.0
Cost Of Revenue,29672000.0,20185000.0,15315000.0,13875000.0
Total Other Income Expense Net,-7175000.0,-26927000.0,-11432000.0,-3341000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-75685000.0,-41862000.0,-26728000.0,-17179000.0
Net Income Applicable To Common Shares,-75685000.0,-41862000.0,-26728000.0,-17179000.0
