,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-747159000.0,-448663000.0,537754000.0,-47996000.0
Total Cash From Financing Activities,2218850000.0,3450650000.0,-3132229000.0,-5623994000.0
Change To Operating Activities,-20116081000.0,-54230240000.0,2368796000.0,63967430000.0
Net Income,3856959000.0,3999173000.0,4053516000.0,3709283000.0
Change In Cash,-8900951000.0,-2550959000.0,13740101000.0,-1766738000.0
Repurchase Of Stock,-5069000.0,-5069000.0,-5069000.0,-5069000.0
Effect Of Exchange Rate,-413000.0,11915000.0,-6590000.0,2295000.0
Total Cash From Operating Activities,-10372229000.0,-5564861000.0,16341166000.0,3902957000.0
Depreciation,431780000.0,441873000.0,529973000.0,525456000.0
Other Cashflows From Investing Activities,168330000.0,-13229000.0,199719000.0,216030000.0
Dividends Paid,-2897532000.0,-3188059000.0,-902256000.0,-1850522000.0
Other Cashflows From Financing Activities,5121451000.0,4068127000.0,259021000.0,19079540000.0
Change To Netincome,10316239000.0,29526722000.0,32744496000.0,-28755071000.0
Capital Expenditures,-652834000.0,-232530000.0,-281306000.0,178951000.0
Net Borrowings,,2570582000.0,-2570582000.0,-22853258000.0
Issuance Of Stock,,,81588000.0,246000.0
