,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,2486981000.0,2305865000.0,2193442000.0,2406361000.0
Total Liab,839701859000.0,822944903000.0,839502611000.0,830111613000.0
Total Stockholder Equity,105542461000.0,106051201000.0,104980803000.0,105776987000.0
Minority Interest,338120000.0,328271000.0,317415000.0,312885000.0
Other Current Liab,30177495000.0,33196712000.0,44977976000.0,94678043000.0
Total Assets,945582440000.0,929324375000.0,944800829000.0,936201485000.0
Common Stock,55000000000.0,55000000000.0,55000000000.0,57000000000.0
Other Current Assets,905586000.0,942131000.0,960943000.0,1092909000.0
Retained Earnings,5509648000.0,5052689000.0,4053516000.0,9581444000.0
Other Liab,89706947000.0,91062255000.0,82906478000.0,50871588000.0
Good Will,27652759000.0,27652759000.0,27332159000.0,28360137000.0
Treasury Stock,45032813000.0,45998512000.0,45927287000.0,39195543000.0
Other Assets,582953288000.0,572069435000.0,550548945000.0,534006080000.0
Cash,17791121000.0,33913838000.0,30868413000.0,28446808000.0
Total Current Liabilities,668421786000.0,659622490000.0,689195831000.0,737016916000.0
Deferred Long Term Asset Charges,37103936000.0,38142339000.0,37869475000.0,37981698000.0
Other Stockholder Equity,45747652000.0,46708282000.0,46637057000.0,39986901000.0
Property Plant Equipment,8717564000.0,8537192000.0,8694315000.0,9537111000.0
Total Current Assets,112632120000.0,126606198000.0,139249997000.0,141349255000.0
Long Term Investments,211139728000.0,192152926000.0,216781971000.0,220542541000.0
Net Tangible Assets,75402721000.0,76092577000.0,75455202000.0,75010489000.0
Net Receivables,4557623000.0,3648028000.0,3150328000.0,7062010000.0
Long Term Debt,81573126000.0,72260158000.0,67400302000.0,42223109000.0
Accounts Payable,455055197000.0,450417374000.0,440596152000.0,444475462000.0
Short Long Term Debt,,,,24349326000.0
Short Term Investments,,,,4530041000.0
