,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,1708000000.0,1768000000.0,1893000000.0,1953000000.0
Capital Surplus,425000000.0,411000000.0,389000000.0,443000000.0
Total Liab,22618000000.0,22328000000.0,23083000000.0,23646000000.0
Total Stockholder Equity,16292000000.0,14248000000.0,13685000000.0,12465000000.0
Minority Interest,100000000.0,89000000.0,85000000.0,80000000.0
Other Current Liab,4224000000.0,4239000000.0,4278000000.0,4916000000.0
Total Assets,39010000000.0,36665000000.0,36853000000.0,36191000000.0
Common Stock,246000000.0,246000000.0,246000000.0,246000000.0
Retained Earnings,-3200000000.0,-3541000000.0,-3884000000.0,-4143000000.0
Other Liab,5349000000.0,5489000000.0,5890000000.0,6149000000.0
Good Will,5348000000.0,5270000000.0,5236000000.0,5074000000.0
Treasury Stock,18821000000.0,17132000000.0,16934000000.0,15919000000.0
Other Assets,8869000000.0,7409000000.0,7469000000.0,7077000000.0
Cash,6903000000.0,7252000000.0,7315000000.0,6940000000.0
Total Current Liabilities,11913000000.0,11528000000.0,11326000000.0,11761000000.0
Deferred Long Term Asset Charges,1018000000.0,1502000000.0,1622000000.0,1822000000.0
Short Long Term Debt,437000000.0,,,
Other Stockholder Equity,19173000000.0,17484000000.0,17286000000.0,16271000000.0
Property Plant Equipment,2717000000.0,2706000000.0,2719000000.0,2588000000.0
Total Current Assets,19102000000.0,18198000000.0,18132000000.0,18215000000.0
Long Term Investments,1266000000.0,1314000000.0,1404000000.0,1284000000.0
Net Tangible Assets,9236000000.0,7210000000.0,6556000000.0,5438000000.0
Short Term Investments,2755000000.0,1682000000.0,1715000000.0,1185000000.0
Net Receivables,6090000000.0,5992000000.0,5982000000.0,7679000000.0
Long Term Debt,4524000000.0,4504000000.0,5039000000.0,5015000000.0
Inventory,2482000000.0,2392000000.0,2266000000.0,2242000000.0
Accounts Payable,3231000000.0,3119000000.0,3108000000.0,3174000000.0
Other Current Assets,,-1000000.0,,169000000.0
