,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-2240000.0,-2240000.0,-4356000.0,-4356000.0
Change To Liabilities,31223500.0,31223500.0,36486500.0,36486500.0
Total Cashflows From Investing Activities,-29253000.0,-29253000.0,-41896000.0,-41896000.0
Net Borrowings,-7320500.0,-7320500.0,13710000.0,13710000.0
Total Cash From Financing Activities,-55718500.0,-55718500.0,13142500.0,13142500.0
Issuance Of Stock,3790500.0,3790500.0,3790500.0,3790500.0
Net Income,86419500.0,86419500.0,92372000.0,92372000.0
Change In Cash,46588500.0,46588500.0,125765000.0,125765000.0
Repurchase Of Stock,-1751500.0,-1751500.0,-1751500.0,-1751500.0
Effect Of Exchange Rate,3224500.0,3224500.0,-3453000.0,-3453000.0
Total Cash From Operating Activities,128335000.0,128335000.0,157971500.0,157971500.0
Depreciation,26975500.0,26975500.0,25853500.0,25853500.0
Other Cashflows From Investing Activities,1817000.0,1817000.0,762000.0,762000.0
Dividends Paid,-45690500.0,-45690500.0,-45690500.0,-45690500.0
Change To Inventory,-5650500.0,-5650500.0,-930500.0,-930500.0
Change To Account Receivables,-42814500.0,-42814500.0,5274000.0,5274000.0
Other Cashflows From Financing Activities,-4746500.0,-4746500.0,-567500.0,-567500.0
Change To Netincome,32181500.0,32181500.0,-1084000.0,-1084000.0
Capital Expenditures,-24245000.0,-24245000.0,-10555500.0,-10555500.0
