,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,125000000.0,-60000000.0,-20000000.0,64000000.0
Total Cashflows From Investing Activities,-220000000.0,-53000000.0,-126000000.0,-65000000.0
Net Borrowings,-225000000.0,-225000000.0,-556000000.0,-348000000.0
Total Cash From Financing Activities,-327000000.0,-124000000.0,-663000000.0,-346000000.0
Change To Operating Activities,1000000.0,-2000000.0,-9000000.0,-9000000.0
Issuance Of Stock,28000000.0,17000000.0,24000000.0,3000000.0
Net Income,1028000000.0,681000000.0,292000000.0,283000000.0
Change In Cash,761000000.0,521000000.0,-345000000.0,197000000.0
Total Cash From Operating Activities,1308000000.0,698000000.0,444000000.0,608000000.0
Depreciation,120000000.0,118000000.0,117000000.0,115000000.0
Other Cashflows From Investing Activities,1000000.0,1000000.0,1000000.0,1000000.0
Dividends Paid,-128000000.0,-127000000.0,-127000000.0,-127000000.0
Change To Inventory,9000000.0,-60000000.0,-27000000.0,-27000000.0
Change To Account Receivables,-113000000.0,-139000000.0,51000000.0,-80000000.0
Other Cashflows From Financing Activities,-2000000.0,-14000000.0,-4000000.0,-1000000.0
Change To Netincome,22000000.0,40000000.0,78000000.0,184000000.0
Capital Expenditures,-159000000.0,-22000000.0,-440000000.0,-9000000.0
