,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,45846768000,46358316000,2891000,91103000,52516556000,52141711000
1,2021,1,47003250000,47106032000,2900000,91262000,49154171000,48718904000
2,2021,2,55930936000,55522495000,2903000,91676000,53405695000,53113573000
3,2021,3,57337805000,56753394000,2907000,92607000,58912421000,58474723000
