,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,4173671000,3020888000,1168000,0,2530760000,2390846000
1,2021,1,9379506000,4395561000,2069000,0,4173775000,4001195000
2,2021,2,10626094000,5143639000,2072000,0,5576682000,5079447000
3,2021,3,10809148000,5285722000,1963000,0,5508590000,4895445000
