,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,1036085000.0,1049109000.0,1040057000.0,1083772000.0
Capital Surplus,858733000.0,853887000.0,849585000.0,868882000.0
Total Liab,6011165000.0,5910696000.0,5771749000.0,5766301000.0
Total Stockholder Equity,3891818000.0,3719304000.0,3499144000.0,3385773000.0
Other Current Liab,233057000.0,220478000.0,225381000.0,280718000.0
Total Assets,9902983000.0,9630000000.0,9270893000.0,9152074000.0
Common Stock,259396000.0,259371000.0,259338000.0,258982000.0
Other Current Assets,1701000.0,2191000.0,4184000.0,2325000.0
Retained Earnings,9154512000.0,8962863000.0,8769709000.0,8608284000.0
Other Liab,945100000.0,926039000.0,933013000.0,775976000.0
Good Will,4153846000.0,4126691000.0,4046552000.0,4072542000.0
Treasury Stock,-6380823000.0,-6356817000.0,-6379488000.0,-6350375000.0
Other Assets,507369000.0,499117000.0,488068000.0,309158000.0
Cash,739144000.0,601359000.0,536512000.0,513075000.0
Total Current Liabilities,2005881000.0,1901411000.0,1775362000.0,1738798000.0
Other Stockholder Equity,-162065000.0,-138059000.0,-160730000.0,-153254000.0
Property Plant Equipment,906268000.0,895551000.0,881131000.0,1067415000.0
Total Current Assets,3299415000.0,3059532000.0,2815085000.0,2619187000.0
Net Tangible Assets,-1298113000.0,-1456496000.0,-1587465000.0,-1770541000.0
Net Receivables,1376598000.0,1329051000.0,1240516000.0,1152243000.0
Long Term Debt,3060184000.0,3083246000.0,3063374000.0,3108829000.0
Inventory,1055831000.0,977831000.0,900607000.0,835804000.0
Accounts Payable,1047824000.0,1006557000.0,911074000.0,853942000.0
Deferred Long Term Asset Charges,,,,22199000.0
