,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,50289000.0,85822000.0,63766000.0,-3565000.0
Total Cashflows From Investing Activities,-135439000.0,-121631000.0,-29572000.0,-118381000.0
Total Cash From Financing Activities,-74610000.0,-75949000.0,-124239000.0,-222954000.0
Change To Operating Activities,58488000.0,11544000.0,-33954000.0,23032000.0
Net Income,263756000.0,264508000.0,232769000.0,182106000.0
Change In Cash,137785000.0,64847000.0,23437000.0,85574000.0
Repurchase Of Stock,-1770000.0,-2615000.0,-52090000.0,-60389000.0
Effect Of Exchange Rate,-3495000.0,2354000.0,64000.0,9018000.0
Total Cash From Operating Activities,351329000.0,260073000.0,177184000.0,417891000.0
Depreciation,72911000.0,71519000.0,73806000.0,73207000.0
Other Cashflows From Investing Activities,2105000.0,1284000.0,-4157000.0,-1258000.0
Dividends Paid,-72107000.0,-71354000.0,-71344000.0,-71284000.0
Change To Inventory,-80619000.0,-69482000.0,-75421000.0,29879000.0
Change To Account Receivables,-30329000.0,-75872000.0,-116320000.0,90776000.0
Other Cashflows From Financing Activities,-733000.0,-1980000.0,-805000.0,-770000.0
Change To Netincome,4184000.0,6410000.0,2490000.0,3306000.0
Capital Expenditures,-47926000.0,-41971000.0,-31260000.0,-42128000.0
Net Borrowings,,,,-90511000.0
