,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,37145000000,15706000000,210000000,179000000,4463000000,4037000000
1,2021,1,36960000000,16119000000,208000000,179000000,4660000000,4467000000
2,2021,2,36590000000,16108000000,205000000,209000000,4567000000,4099000000
3,2021,3,36064000000,16088000000,202000000,207000000,4668000000,4255000000
