,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-1328091000.0,-1008115000.0,-2533320000.0,335139000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-6606743000.0,-6305262000.0,-8323245000.0,-7542199000.0
Net Borrowings,-1300000000.0,-1505000000.0,-1250000000.0,-1755000000.0
Total Cash From Financing Activities,10470337000.0,5140422000.0,12586367000.0,8833050000.0
Change To Operating Activities,58976000.0,-96887000.0,-207802000.0,-44993000.0
Issuance Of Stock,449853000.0,7234000.0,338314000.0,231808000.0
Net Income,369687000.0,373106000.0,334833000.0,295560000.0
Change In Cash,4402495000.0,-1012540000.0,3794738000.0,1403605000.0
Repurchase Of Stock,-23457000.0,-50389000.0,-9818000.0,-13147000.0
Total Cash From Operating Activities,538901000.0,152300000.0,-468384000.0,112754000.0
Depreciation,48405000.0,48935000.0,42777000.0,41541000.0
Other Cashflows From Investing Activities,32672000.0,-211711000.0,-224819000.0,-30418000.0
Dividends Paid,-63621000.0,-63598000.0,-54230000.0,-51434000.0
Other Cashflows From Financing Activities,10671838000.0,6752175000.0,12979273000.0,10520720000.0
Change To Netincome,61833000.0,-172854000.0,-638192000.0,-179354000.0
Capital Expenditures,-47542000.0,-44454000.0,-45811000.0,-47823000.0
