,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2021,1,6876900000,3278300000,300000,0,829700000,649400000
1,2021,2,6780500000,3106900000,300000,0,886500000,772000000
2,2021,3,6962200000,3123600000,300000,0,945200000,806300000
3,2021,4,7003400000,3121600000,300000,0,901400000,777400000
