,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,5513484000000.0,5504611000000.0,5507246000000.0,607235000000.0
Capital Surplus,12095043000000.0,12095043000000.0,12095043000000.0,12234939000000.0
Total Liab,589239427000000.0,577576656000000.0,571994405000000.0,558877246000000.0
Total Stockholder Equity,46804391000000.0,45862951000000.0,44147089000000.0,43708102000000.0
Minority Interest,2249888000000.0,2241976000000.0,2234038000000.0,2287291000000.0
Other Current Liab,1691049000000.0,1602209000000.0,1642955000000.0,8016418000000.0
Total Assets,638655171000000.0,626043048000000.0,618736997000000.0,605234104000000.0
Common Stock,2608176000000.0,2608176000000.0,2608176000000.0,2608176000000.0
Other Current Assets,19045937000000.0,15881797000000.0,20749598000000.0,30458361000000.0
Retained Earnings,30250289000000.0,29337739000000.0,28123613000000.0,27777169000000.0
Other Liab,106706361000000.0,100708107000000.0,106419645000000.0,70399817000000.0
Treasury Stock,1850883000000.0,1821993000000.0,1320257000000.0,1087818000000.0
Other Assets,415300149000000.0,414797234000000.0,403269106000000.0,372883780000000.0
Cash,12915375000000.0,10779575000000.0,9151795000000.0,6464819000000.0
Total Current Liabilities,374761636000000.0,369926433000000.0,361917220000000.0,379190609000000.0
Deferred Long Term Asset Charges,107913000000.0,94945000000.0,101274000000.0,215345000000.0
Other Stockholder Equity,1850883000000.0,1821993000000.0,1320257000000.0,1087818000000.0
Property Plant Equipment,3941697000000.0,3989233000000.0,4016598000000.0,3989697000000.0
Total Current Assets,99349818000000.0,91216603000000.0,96340368000000.0,114807097000000.0
Long Term Investments,114550023000000.0,110535367000000.0,109603679000000.0,108256503000000.0
Net Tangible Assets,41290907000000.0,40358340000000.0,38639843000000.0,38411075000000.0
Short Term Investments,1472031000000.0,1827936000000.0,2273822000000.0,2488156000000.0
Net Receivables,49670000000.0,49491000000.0,85140000000.0,12626886000000.0
Long Term Debt,107771430000000.0,106942116000000.0,103657540000000.0,108908827000000.0
Accounts Payable,348655739000000.0,345507455000000.0,337199587000000.0,341525395000000.0
Deferred Long Term Liab,,,,1163534000000.0
Good Will,,,,4689792000000.0
