,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-2144000.0,3993000.0,4627000.0,-2391000.0
Change To Liabilities,-20365000.0,109585000.0,223295000.0,55001000.0
Total Cashflows From Investing Activities,-41947000.0,-51426000.0,-27281000.0,74786000.0
Net Borrowings,-595000.0,-185213000.0,-424470000.0,-766906000.0
Total Cash From Financing Activities,-420950000.0,-407669000.0,-606406000.0,-916530000.0
Change To Operating Activities,-133710000.0,23610000.0,57511000.0,26047000.0
Issuance Of Stock,1089000.0,672000.0,875000.0,2148000.0
Net Income,451157000.0,505738000.0,471647000.0,447306000.0
Change In Cash,-39535000.0,243517000.0,-75134000.0,-177660000.0
Repurchase Of Stock,-245820000.0,-89287000.0,-68706000.0,-38086000.0
Effect Of Exchange Rate,-997000.0,9016000.0,31136000.0,47470000.0
Total Cash From Operating Activities,424359000.0,693596000.0,527417000.0,616614000.0
Depreciation,145522000.0,146582000.0,150548000.0,149818000.0
Other Cashflows From Investing Activities,649000.0,10624000.0,2937000.0,10129000.0
Dividends Paid,-132855000.0,-133394000.0,-113888000.0,-113686000.0
Change To Inventory,-190779000.0,-34447000.0,-46886000.0,-44182000.0
Change To Account Receivables,74070000.0,-59629000.0,-318567000.0,64153000.0
Other Cashflows From Financing Activities,-42769000.0,-447000.0,-217000.0,-217000.0
Change To Netincome,51872000.0,-29627000.0,345000.0,-98982000.0
Capital Expenditures,-48203000.0,-73893000.0,-43157000.0,-50790000.0
