,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,31973000.0,-33709000.0,98521000.0,16668000.0
Total Cashflows From Investing Activities,-352587000.0,-343130000.0,-428084000.0,-329492000.0
Net Borrowings,-561000.0,-231343000.0,-560552000.0,-99767000.0
Total Cash From Financing Activities,-119337000.0,-275747000.0,-563589000.0,-131812000.0
Change To Operating Activities,70666000.0,-37033000.0,208234000.0,80658000.0
Net Income,369328000.0,289325000.0,259642000.0,-92497000.0
Change In Cash,543611000.0,53981000.0,48587000.0,26233000.0
Repurchase Of Stock,-65994000.0,-510000.0,-8936000.0,-275000.0
Total Cash From Operating Activities,1015535000.0,672858000.0,1040260000.0,487537000.0
Depreciation,472734000.0,483623000.0,519763000.0,608534000.0
Dividends Paid,-54155000.0,-39788000.0,-111000.0,-111000.0
Change To Inventory,-30022000.0,-13255000.0,-3851000.0,-8987000.0
Change To Account Receivables,-114899000.0,-172989000.0,-156860000.0,-103734000.0
Other Cashflows From Financing Activities,1373000.0,-4106000.0,6010000.0,-31770000.0
Change To Netincome,215755000.0,156896000.0,114811000.0,-13105000.0
Capital Expenditures,-356827000.0,-343354000.0,-428182000.0,-330066000.0
