,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,14623000000.0,14623000000.0,15135000000.0,15135000000.0
Capital Surplus,16859000000.0,16859000000.0,16859000000.0,16859000000.0
Total Liab,70496000000.0,70496000000.0,70695000000.0,70695000000.0
Total Stockholder Equity,29902000000.0,29902000000.0,34395000000.0,34395000000.0
Minority Interest,2469000000.0,2469000000.0,2643000000.0,2643000000.0
Other Current Liab,11263000000.0,11263000000.0,11647000000.0,11647000000.0
Total Assets,102867000000.0,102867000000.0,107733000000.0,107733000000.0
Common Stock,10640000000.0,10640000000.0,10640000000.0,10640000000.0
Other Current Assets,2385000000.0,2385000000.0,2352000000.0,2352000000.0
Retained Earnings,-2601000000.0,-2601000000.0,1852000000.0,1852000000.0
Other Liab,5739000000.0,5739000000.0,5593000000.0,5593000000.0
Good Will,23914000000.0,23914000000.0,27596000000.0,27596000000.0
Treasury Stock,5004000000.0,5004000000.0,5044000000.0,5044000000.0
Other Assets,949000000.0,949000000.0,942000000.0,942000000.0
Cash,6791000000.0,6791000000.0,8145000000.0,8145000000.0
Total Current Liabilities,26566000000.0,26566000000.0,28294000000.0,28294000000.0
Deferred Long Term Asset Charges,739000000.0,739000000.0,731000000.0,731000000.0
Short Long Term Debt,2412000000.0,2412000000.0,4496000000.0,4496000000.0
Other Stockholder Equity,5004000000.0,5004000000.0,5044000000.0,5044000000.0
Property Plant Equipment,37309000000.0,37309000000.0,36084000000.0,36084000000.0
Total Current Assets,23632000000.0,23632000000.0,25094000000.0,25094000000.0
Long Term Investments,2440000000.0,2440000000.0,2882000000.0,2882000000.0
Net Tangible Assets,-8635000000.0,-8635000000.0,-8336000000.0,-8336000000.0
Short Term Investments,2258000000.0,2258000000.0,47000000.0,47000000.0
Net Receivables,8005000000.0,8005000000.0,10169000000.0,10169000000.0
Long Term Debt,31566000000.0,31566000000.0,30933000000.0,30933000000.0
Inventory,800000000.0,800000000.0,814000000.0,814000000.0
Accounts Payable,6480000000.0,6480000000.0,6475000000.0,6475000000.0
