Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-07-25,27.103280780623443,28.43547663859179,27.103280780623443,27.3421573638916,2439400,0.0,0
2001-07-26,26.552027768592534,26.552027768592534,25.725148350655925,25.81702423095703,2675400,0.0,0
2001-07-27,25.908897562351935,26.653088790043004,25.908897562351935,26.092647552490234,1398200,0.0,0
2001-07-30,26.09264891798811,26.230461855900575,26.09264891798811,26.14777374267578,766900,0.0,0
2001-07-31,26.147774588162903,26.322338583102724,26.12021305112116,26.27640151977539,974600,0.0,0
2001-08-01,26.643907126733815,27.424849582649944,26.643907126733815,27.10328483581543,1863700,0.0,0
2001-08-02,27.084904907361032,27.287032188052144,26.184525164386493,26.322338104248047,785000,0.0,0
2001-08-03,26.0926490003702,26.138587814743786,25.63327137095387,25.725147247314453,1204500,0.0,0
2001-08-06,25.725143506340252,25.908895232340072,25.082014217727213,25.504642486572266,1565500,0.0,0
2001-08-07,26.18451864898307,28.02202872961346,25.908892837842977,27.507526397705078,7815800,0.0,0
2001-08-08,27.287031920508273,27.33296898254952,25.771084339734912,26.359088897705078,5274500,0.0,0
2001-08-09,25.817027767873583,26.138592516788286,25.3117112331828,26.055904388427734,2996900,0.0,0
2001-08-10,25.725147247314453,26.046711938383204,25.20145703016169,25.725147247314453,3193700,0.0,0
2001-08-13,25.495458466539162,25.58733434302203,24.668579082966563,25.08201789855957,4809800,0.0,0
2001-08-14,25.082009104607604,25.817014106385326,24.990135012723115,25.449512481689453,3667700,0.0,0
2001-08-15,25.495459654380006,26.092650250762023,25.449522590191645,25.798648834228516,2622100,0.0,0
2001-08-16,25.752711640462255,25.81702423095703,25.082018940934862,25.81702423095703,2132100,0.0,0
2001-08-17,25.44952137061929,25.725147247314453,24.374577647689616,25.725147247314453,1747200,0.0,0
2001-08-20,25.403587438817254,25.467900038914575,24.622644968234972,24.990148544311523,2066600,0.0,0
2001-08-21,24.990137824949013,25.21063882458027,24.898261970339444,25.118762969970703,1870500,0.0,0
2001-08-22,24.89827210091613,25.045272827148438,24.255142609359638,25.045272827148438,2549800,0.0,0
2001-08-23,24.944205791056923,24.980956843829084,24.558328498882474,24.576704025268555,2343000,0.0,0
2001-08-24,24.117330666713737,24.549145099220354,23.933578874964944,24.521583557128906,1909700,0.0,0
2001-08-27,24.4388880127933,24.62263799641645,24.16326040877893,24.4940128326416,1461800,0.0,0
2001-08-28,23.979517669598508,24.163267708734313,23.759016571203368,23.906017303466797,2378300,0.0,0
2001-08-29,23.90601029124656,24.576701154516698,23.84169770879414,24.255136489868164,2020500,0.0,0
2001-08-30,24.255137749344897,25.08201710681607,24.255137749344897,24.760454177856445,2443000,0.0,0
