,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,49200000.0,104900000.0,-161200000.0,36300000.0
Total Cashflows From Investing Activities,-125200000.0,-109900000.0,-122300000.0,-315900000.0
Net Borrowings,-300000000.0,-300000000.0,-200000000.0,-265000000.0
Total Cash From Financing Activities,-426100000.0,-28300000.0,-195800000.0,-286300000.0
Change To Operating Activities,-23100000.0,-26700000.0,-28300000.0,11800000.0
Issuance Of Stock,25800000.0,26200000.0,65300000.0,32100000.0
Net Income,145600000.0,141900000.0,198100000.0,333700000.0
Change In Cash,-122800000.0,318100000.0,-77800000.0,-165200000.0
Effect Of Exchange Rate,-4600000.0,2400000.0,-6200000.0,11900000.0
Total Cash From Operating Activities,433100000.0,453900000.0,246500000.0,425100000.0
Depreciation,265100000.0,266500000.0,268700000.0,265400000.0
Other Cashflows From Investing Activities,1400000.0,-14700000.0,-12300000.0,16600000.0
Dividends Paid,-50100000.0,-50000000.0,-49800000.0,-49800000.0
Change To Inventory,-200000.0,-8300000.0,-86100000.0,67800000.0
Change To Account Receivables,12600000.0,-38300000.0,43600000.0,-83600000.0
Other Cashflows From Financing Activities,-101800000.0,-4500000.0,-11300000.0,-3600000.0
Change To Netincome,21400000.0,41700000.0,21200000.0,29800000.0
Capital Expenditures,-126600000.0,-95200000.0,-110000000.0,-96600000.0
