,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,6470300000.0,6642700000.0,6801200000.0,7055500000.0
Capital Surplus,9295100000.0,9248600000.0,9199200000.0,9121600000.0
Total Liab,11294400000.0,11639900000.0,11576800000.0,12218300000.0
Total Stockholder Equity,12708600000.0,12577900000.0,12445000000.0,12194200000.0
Minority Interest,5600000.0,5400000.0,4800000.0,5200000.0
Other Current Liab,1564600000.0,1509600000.0,1210300000.0,558600000.0
Total Assets,24008600000.0,24223200000.0,24026600000.0,24417700000.0
Common Stock,3100000.0,3100000.0,3100000.0,3100000.0
Other Current Assets,343600000.0,22000000.0,21300000.0,13700000.0
Retained Earnings,10426300000.0,10331000000.0,10237700000.0,10086900000.0
Other Liab,1886100000.0,1903100000.0,1947300000.0,1788800000.0
Good Will,9212000000.0,9247600000.0,9233200000.0,9261800000.0
Treasury Stock,-7015900000.0,-7004800000.0,-6995000000.0,-7017400000.0
Other Assets,1001000000.0,965900000.0,959600000.0,694900000.0
Cash,919600000.0,1042400000.0,724300000.0,802100000.0
Total Current Liabilities,2939100000.0,2928500000.0,2089400000.0,2556900000.0
Short Long Term Debt,1046900000.0,1058300000.0,313900000.0,555000000.0
Other Stockholder Equity,-298100000.0,-287000000.0,-276700000.0,-297800000.0
Property Plant Equipment,2008200000.0,2005200000.0,2021900000.0,2322200000.0
Total Current Assets,5312400000.0,5356800000.0,5000100000.0,5083300000.0
Long Term Investments,4700000.0,5000000.0,10600000.0,
Net Tangible Assets,-2973700000.0,-3312400000.0,-3589400000.0,-4123100000.0
Net Receivables,1392000000.0,1420400000.0,1380200000.0,1452700000.0
Long Term Debt,6469200000.0,6808300000.0,7540100000.0,7654800000.0
Inventory,2517400000.0,2533000000.0,2511700000.0,2450700000.0
Accounts Payable,327600000.0,360600000.0,329800000.0,330000000.0
