,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,-41300000.0,35400000.0,47000000.0,-65600000.0
Total Cashflows From Investing Activities,-22900000.0,-30400000.0,-422000000.0,-35500000.0
Net Borrowings,-1100000.0,-198600000.0,37000000.0,-18200000.0
Total Cash From Financing Activities,-220800000.0,-220200000.0,7700000.0,-258200000.0
Change To Operating Activities,-3600000.0,-58500000.0,3400000.0,-118000000.0
Net Income,130600000.0,124800000.0,112400000.0,87900000.0
Change In Cash,2900000.0,-30000000.0,-115200000.0,39400000.0
Repurchase Of Stock,-199100000.0,-199100000.0,-1200000.0,-101900000.0
Effect Of Exchange Rate,2700000.0,-2600000.0,6900000.0,7500000.0
Total Cash From Operating Activities,243900000.0,223200000.0,292200000.0,325600000.0
Depreciation,106000000.0,119000000.0,107400000.0,99700000.0
Dividends Paid,-23000000.0,-22900000.0,-23000000.0,-23300000.0
Change To Inventory,-40100000.0,19000000.0,-11200000.0,173000000.0
Change To Account Receivables,63700000.0,-38100000.0,9300000.0,69800000.0
Other Cashflows From Financing Activities,2400000.0,1300000.0,-5100000.0,-114800000.0
Change To Netincome,18300000.0,16400000.0,10500000.0,39800000.0
Capital Expenditures,-23000000.0,-29000000.0,-26500000.0,-37700000.0
