,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,3779800000.0,3876000000.0,3927200000.0,3869200000.0
Capital Surplus,7905600000.0,7896700000.0,7883900000.0,7880600000.0
Total Liab,8160700000.0,8184600000.0,8366100000.0,8301800000.0
Total Stockholder Equity,10156600000.0,10294400000.0,10144100000.0,10122300000.0
Minority Interest,34600000.0,33400000.0,33000000.0,30400000.0
Other Current Liab,1044800000.0,1095200000.0,1126500000.0,1121700000.0
Total Assets,18351900000.0,18512400000.0,18543200000.0,18454500000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,276100000.0,240900000.0,221000000.0,226500000.0
Retained Earnings,3887800000.0,3780100000.0,3678300000.0,3588900000.0
Other Liab,963900000.0,987700000.0,1014700000.0,1044100000.0
Good Will,8604700000.0,8653200000.0,8625700000.0,8485200000.0
Treasury Stock,-1638800000.0,-1384400000.0,-1420100000.0,-1349200000.0
Other Assets,698300000.0,630700000.0,635800000.0,518700000.0
Cash,427400000.0,453500000.0,483500000.0,598700000.0
Total Current Liabilities,2811600000.0,2844700000.0,3168900000.0,3226300000.0
Short Long Term Debt,3800000.0,600000.0,353900000.0,447200000.0
Other Stockholder Equity,-432600000.0,-375800000.0,-409000000.0,-339100000.0
Property Plant Equipment,1509000000.0,1544300000.0,1575500000.0,1601600000.0
Total Current Assets,3760100000.0,3808200000.0,3779000000.0,3879800000.0
Net Tangible Assets,-2227900000.0,-2234800000.0,-2408800000.0,-2232100000.0
Net Receivables,1367000000.0,1452600000.0,1403000000.0,1412500000.0
Long Term Debt,4067200000.0,4079600000.0,3923300000.0,3792200000.0
Inventory,1689600000.0,1661200000.0,1671500000.0,1642100000.0
Accounts Payable,947300000.0,994700000.0,955000000.0,909400000.0
Long Term Investments,,,,100000000.0
