,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,817535000.0,274622000.0,312743000.0,334010000.0
Total Cashflows From Investing Activities,-10027000.0,-6401000.0,-8425000.0,-9571000.0
Net Borrowings,7479000.0,7479000.0,7479000.0,7479000.0
Total Cash From Financing Activities,-13786000.0,-152041000.0,-67515000.0,-93947000.0
Change To Operating Activities,-343816000.0,-149218000.0,-72746000.0,-76948000.0
Issuance Of Stock,56965000.0,22711000.0,19757000.0,12329000.0
Net Income,359068000.0,316372000.0,287220000.0,198620000.0
Change In Cash,145985000.0,-119272000.0,265602000.0,62281000.0
Repurchase Of Stock,-76599000.0,-76365000.0,-87272000.0,-18162000.0
Effect Of Exchange Rate,-7573000.0,8699000.0,-14202000.0,24107000.0
Total Cash From Operating Activities,177371000.0,30471000.0,355744000.0,141692000.0
Depreciation,12753000.0,12675000.0,12987000.0,14339000.0
Other Cashflows From Investing Activities,-157000.0,138000.0,-34000.0,553000.0
Change To Account Receivables,-714300000.0,-410783000.0,-252914000.0,-372753000.0
Other Cashflows From Financing Activities,-1631000.0,-1631000.0,-1631000.0,-1631000.0
Change To Netincome,12753000.0,34797000.0,21816000.0,25278000.0
Capital Expenditures,-9870000.0,-6539000.0,-8391000.0,-10124000.0
Dividends Paid,,-98387000.0,-98387000.0,-88114000.0
