Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-05-24,28.577698296514054,30.739036823141166,27.3769546706101,27.85725212097168,44000,0.0,0
2019-05-28,28.097400800628918,29.298144424587417,27.38656079510821,27.631511688232422,61500,0.0,0
2019-05-29,28.721785543649865,28.721785543649865,26.570053307372227,27.376953125,207800,0.0,0
2019-05-30,27.847647987421556,28.010949205767375,27.10798942007935,27.66513442993164,666000,0.0,0
2019-05-31,27.37695458155125,27.463408268910246,25.907243728637695,25.907243728637695,853800,0.0,0
2019-06-03,25.4941878680425,25.93606061386491,23.409696997270228,23.83235740661621,19259600,0.0,0
2019-06-04,23.390485318934914,26.839021029348434,23.390485318934914,26.65650749206543,20135100,0.0,0
2019-06-05,26.454784408320943,27.10798740085891,25.417340158090912,26.90626335144043,10740200,0.0,0
2019-06-06,26.59887289912108,26.59887289912108,25.19640341320394,25.840002059936523,13986100,0.0,0
2019-06-07,25.138771678397248,25.868824111476787,24.701701018772148,25.27325439453125,10049100,0.0,0
2019-06-10,25.04270874634855,25.686307402546145,24.130144690789756,24.31265640258789,10247200,0.0,0
2019-06-11,24.02447974227794,24.360688338737635,23.563394609402078,23.96684455871582,11641200,0.0,0
2019-06-12,24.12053794051052,24.447140345167362,23.51536214215665,24.08211326599121,13392000,0.0,0
2019-06-13,24.07250906669728,24.197387436911825,23.72669612867967,23.986055374145508,9710800,0.0,0
2019-06-14,23.7843296921844,24.245414799579894,23.58260381258053,24.197385787963867,7036800,0.0,0
2019-06-17,24.52398692256233,25.840000827216905,24.447139408656874,24.92743682861328,13710100,0.0,0
2019-06-18,25.004285250823767,26.48360040528866,24.73531802628955,26.224239349365234,14485400,0.0,0
2019-06-19,26.397144910569537,26.397144910569537,25.811183322990942,26.080148696899414,10228800,0.0,0
2019-06-20,26.29148380554914,26.512420197751297,25.3789178973202,26.089757919311523,7728000,0.0,0
2019-06-21,25.811188161920587,26.618086267107703,25.811188161920587,26.137788772583008,12548900,0.0,0
2019-06-24,26.070544982818248,27.32892562017977,25.98697332917497,26.90626335144043,6494900,0.0,0
2019-06-25,26.915867058773845,26.983108402430616,26.397144981097256,26.57965850830078,6698600,0.0,0
2019-06-26,26.829418612445053,28.21747809270614,26.752571085820584,28.107009887695312,6735100,0.0,0
2019-06-27,28.222277334421367,29.134843221604655,28.107006972534883,28.4047908782959,5879600,0.0,0
2019-06-28,28.433609384862205,28.577698253314995,28.107006972534883,28.4047908782959,15517800,0.0,0
2019-07-01,28.41439623159722,29.538292304773744,27.809222268589544,28.510456085205078,5272900,0.0,0
2019-07-02,28.337550345878824,28.433610205014602,27.031140658886848,27.847646713256836,5438300,0.0,0
2019-07-03,27.645923922977047,27.761194293462623,27.088778913124756,27.66513442993164,2234900,0.0,0
2019-07-05,27.328924756465046,28.164641266485525,27.146411218338436,27.511436462402344,2888200,0.0,0
2019-07-08,27.271289963401777,27.271289963401777,26.550843753036265,26.675722122192383,3478600,0.0,0
2019-07-09,26.387539628116933,26.675719179789844,25.77275951605087,25.926454544067383,5285700,0.0,0
2019-07-10,25.75355253488683,25.936066105680645,25.398133395761107,25.455768585205078,5133700,0.0,0
2019-07-11,25.50379154596353,25.743940249154107,24.937040459858633,25.388521194458008,6066200,0.0,0
2019-07-12,25.378916508544247,26.637295273736623,25.22522147610194,26.512418746948242,5154500,0.0,0
2019-07-15,26.329908218500336,27.156020486448735,26.32030204885099,26.973506927490234,3443100,0.0,0
2019-07-16,26.82941213215744,27.376950856129778,26.622884110702735,26.762170791625977,3735900,0.0,0
2019-07-17,26.51242077560818,26.61808497337909,25.791974568837247,25.820791244506836,3999300,0.0,0
2019-07-18,25.532614068647074,25.91685168779134,25.372194885556713,25.599855422973633,3009800,0.0,0
2019-07-19,25.734338266242546,26.397147428472927,25.590247565402628,26.310693740844727,4694800,0.0,0
2019-07-22,26.262666751862213,26.752570408765788,26.1377883791394,26.66611671447754,2546100,0.0,0
2019-07-23,26.560449672187275,27.357743397527507,26.368331783879782,27.011930465698242,2921400,0.0,0
