,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-266000000.0,-368000000.0,-748000000.0,-1039000000.0
Minority Interest,504000000.0,565000000.0,641000000.0,805000000.0
Net Income,-278000000.0,-299000000.0,-565000000.0,-820000000.0
Selling General Administrative,297000000.0,286000000.0,313000000.0,337000000.0
Gross Profit,468000000.0,1258000000.0,83000000.0,-274000000.0
Ebit,-93000000.0,-199000000.0,-552000000.0,-917000000.0
Operating Income,-93000000.0,-199000000.0,-552000000.0,-917000000.0
Other Operating Expenses,,834000000.0,834000000.0,834000000.0
Interest Expense,-154000000.0,-150000000.0,-137000000.0,-118000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,14000000.0,8000000.0,-17000000.0,-54000000.0
Total Revenue,1196000000.0,1146000000.0,586000000.0,98000000.0
Total Operating Expenses,1289000000.0,1345000000.0,1138000000.0,1015000000.0
Cost Of Revenue,728000000.0,-112000000.0,503000000.0,372000000.0
Total Other Income Expense Net,-173000000.0,-169000000.0,-196000000.0,-122000000.0
Discontinued Operations,-62000000.0,-62000000.0,-62000000.0,-62000000.0
Net Income From Continuing Ops,-280000000.0,-376000000.0,-731000000.0,-985000000.0
Net Income Applicable To Common Shares,-278000000.0,-299000000.0,-565000000.0,-820000000.0
