,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,114200000.0,127600000.0,127900000.0,101700000.0
Change To Liabilities,0.0,5600000.0,7200000.0,11400000.0
Investments,,-30100000.0,-18300000.0,29800000.0
Total Cashflows From Investing Activities,,-74200000.0,-71900000.0,-113700000.0
Net Borrowings,,-13700000.0,-99600000.0,-163800000.0
Total Cash From Financing Activities,,-70300000.0,-132200000.0,-187000000.0
Change To Operating Activities,,-17900000.0,-75000000.0,-1800000.0
Issuance Of Stock,,1000000.0,10100000.0,1200000.0
Change In Cash,,93200000.0,-60000000.0,-61000000.0
Repurchase Of Stock,,-6300000.0,-27700000.0,-600000.0
Effect Of Exchange Rate,,2000000.0,-700000.0,10500000.0
Total Cash From Operating Activities,,235700000.0,144800000.0,229200000.0
Depreciation,,98400000.0,94300000.0,94500000.0
Other Cashflows From Investing Activities,,9800000.0,-10400000.0,-1700000.0
Dividends Paid,,-18300000.0,-15000000.0,-14300000.0
Change To Account Receivables,,-23000000.0,-35300000.0,19800000.0
Other Cashflows From Financing Activities,,-33000000.0,-33000000.0,-9500000.0
Change To Netincome,,44900000.0,25700000.0,6500000.0
Capital Expenditures,,-53900000.0,-43200000.0,-82400000.0
