,2021-10-02,2021-07-03,2021-04-03,2021-01-02
Change To Liabilities,-187000000.0,0.0,259000000.0,-346000000.0
Total Cashflows From Investing Activities,-62000000.0,-62000000.0,5000000.0,-156000000.0
Net Borrowings,-62000000.0,-62000000.0,-287000000.0,-718000000.0
Total Cash From Financing Activities,-338000000.0,-338000000.0,-359000000.0,-848000000.0
Change To Operating Activities,230000000.0,230000000.0,-76000000.0,-181000000.0
Issuance Of Stock,105000000.0,105000000.0,105000000.0,22000000.0
Net Income,185000000.0,183000000.0,171000000.0,236000000.0
Change In Cash,-6000000.0,-6000000.0,-176000000.0,-416000000.0
Repurchase Of Stock,-299000000.0,-299000000.0,-91000000.0,-129000000.0
Effect Of Exchange Rate,-7000000.0,-7000000.0,-3000000.0,19000000.0
Total Cash From Operating Activities,401000000.0,401000000.0,181000000.0,569000000.0
Depreciation,97000000.0,97000000.0,90000000.0,108000000.0
Other Cashflows From Investing Activities,14000000.0,14000000.0,6000000.0,13000000.0
Dividends Paid,-5000000.0,-5000000.0,-5000000.0,-4000000.0
Change To Inventory,-2000000.0,-2000000.0,-178000000.0,692000000.0
Change To Account Receivables,46000000.0,46000000.0,-103000000.0,90000000.0
Other Cashflows From Financing Activities,-77000000.0,-77000000.0,24000000.0,-19000000.0
Change To Netincome,14000000.0,14000000.0,29000000.0,28000000.0
Capital Expenditures,-76000000.0,-76000000.0,-53000000.0,-166000000.0
