,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-9179000.0,-154413000.0,99988000.0,462728000.0
Change To Liabilities,12166631000.0,8833674000.0,-11208975000.0,-1725337000.0
Total Cashflows From Investing Activities,-20432874000.0,-19699168000.0,-14258289000.0,-19997834000.0
Net Borrowings,25099446000.0,-16839829000.0,19388893000.0,-15876392000.0
Total Cash From Financing Activities,6382136000.0,-17662064000.0,21212749000.0,-14697010000.0
Change To Operating Activities,4142611000.0,1889812000.0,-1032564000.0,1551548000.0
Issuance Of Stock,300756000.0,223793000.0,1803739000.0,1294562000.0
Net Income,14176280000.0,10338419000.0,8477129000.0,10044034000.0
Change In Cash,432173000.0,-20795986000.0,22244696000.0,-5935107000.0
Effect Of Exchange Rate,-349868000.0,-1666165000.0,-461280000.0,638112000.0
Total Cash From Operating Activities,14832779000.0,18231411000.0,15751516000.0,28121625000.0
Depreciation,13613326000.0,13313647000.0,12823155000.0,12561389000.0
Other Cashflows From Investing Activities,12145000.0,-564363000.0,-240402000.0,-6346000.0
Dividends Paid,-18082500000.0,-18082500000.0,-18082500000.0,-142000.0
Change To Inventory,-11684852000.0,-8868499000.0,-5078887000.0,5722843000.0
Change To Account Receivables,-19969671000.0,-7751689000.0,9639916000.0,-1790085000.0
Other Cashflows From Financing Activities,-935566000.0,-1046028000.0,20117000.0,-115038000.0
Change To Netincome,1982187000.0,-314658000.0,1561350000.0,-87976000.0
Capital Expenditures,-20640476000.0,-19022893000.0,-14570150000.0,-16171921000.0
