,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-49000000.0,-35000000.0,-11000000.0,-20000000.0
Change To Liabilities,70000000.0,50000000.0,90000000.0,111000000.0
Total Cashflows From Investing Activities,-155000000.0,-90000000.0,-202000000.0,-283000000.0
Net Borrowings,-343000000.0,-110000000.0,-222000000.0,-200000000.0
Total Cash From Financing Activities,-1226000000.0,-1025000000.0,-996000000.0,-978000000.0
Change To Operating Activities,147000000.0,-6000000.0,-29000000.0,18000000.0
Issuance Of Stock,10000000.0,7000000.0,16000000.0,14000000.0
Net Income,706000000.0,739000000.0,691000000.0,665000000.0
Change In Cash,-16000000.0,9000000.0,-13000000.0,-39000000.0
Repurchase Of Stock,-155000000.0,-155000000.0,-33000000.0,-33000000.0
Total Cash From Operating Activities,1365000000.0,1124000000.0,1185000000.0,1222000000.0
Depreciation,318000000.0,329000000.0,385000000.0,346000000.0
Other Cashflows From Investing Activities,-1000000.0,1000000.0,8000000.0,8000000.0
Dividends Paid,-729000000.0,-754000000.0,-742000000.0,-757000000.0
Change To Inventory,3000000.0,-11000000.0,-4000000.0,-1000000.0
Change To Account Receivables,-16000000.0,-67000000.0,-7000000.0,38000000.0
Other Cashflows From Financing Activities,-9000000.0,-13000000.0,-15000000.0,-35000000.0
Change To Netincome,119000000.0,73000000.0,42000000.0,30000000.0
Capital Expenditures,-109000000.0,-126000000.0,-201000000.0,-274000000.0
