,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,3,53224000000,24600000000,1232000000,8000000,6224500000,5549500000
1,2020,4,53224000000,24600000000,1232000000,8000000,6224500000,5549500000
2,2021,1,57917000000,28337000000,1232000000,614500000,6278000000,5858500000
3,2021,2,57917000000,28337000000,1232000000,614500000,6278000000,5858500000
