,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,7481000000.0,7277000000.0,7362000000.0,7444000000.0
Capital Surplus,24425000000.0,24401000000.0,24384000000.0,24371000000.0
Total Liab,32066000000.0,31242000000.0,30789000000.0,29582000000.0
Total Stockholder Equity,11163000000.0,11477000000.0,11667000000.0,11734000000.0
Minority Interest,2721000000.0,2753000000.0,2771000000.0,2814000000.0
Other Current Liab,26000000.0,26000000.0,26000000.0,192000000.0
Total Assets,45985000000.0,45507000000.0,45262000000.0,44165000000.0
Common Stock,1249000000.0,1249000000.0,1249000000.0,1248000000.0
Other Current Assets,317000000.0,231000000.0,169000000.0,140000000.0
Retained Earnings,-13361000000.0,-13022000000.0,-12825000000.0,-12748000000.0
Other Liab,6788000000.0,6392000000.0,6162000000.0,5651000000.0
Treasury Stock,-1150000000.0,-1151000000.0,-1141000000.0,-1137000000.0
Other Assets,1220000000.0,1182000000.0,1198000000.0,1022000000.0
Cash,214000000.0,1201000000.0,1126000000.0,142000000.0
Total Current Liabilities,4940000000.0,3759000000.0,3535000000.0,2319000000.0
Short Long Term Debt,2024000000.0,2143000000.0,2142000000.0,893000000.0
Other Stockholder Equity,-109000000.0,-110000000.0,-100000000.0,-96000000.0
Property Plant Equipment,29314000000.0,29299000000.0,29076000000.0,29111000000.0
Total Current Assets,2885000000.0,2625000000.0,2497000000.0,1429000000.0
Long Term Investments,5085000000.0,5124000000.0,5129000000.0,5159000000.0
Net Tangible Assets,3682000000.0,4200000000.0,4305000000.0,4290000000.0
Net Receivables,1986000000.0,999000000.0,1058000000.0,1011000000.0
Long Term Debt,20338000000.0,21091000000.0,21092000000.0,21451000000.0
Inventory,368000000.0,194000000.0,144000000.0,136000000.0
Accounts Payable,1674000000.0,611000000.0,538000000.0,482000000.0
