,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,2000000.0,2000000.0,1000000.0,1000000.0
Change To Liabilities,59000000.0,20000000.0,53000000.0,-14000000.0
Total Cashflows From Investing Activities,-936000000.0,-230000000.0,-297000000.0,-456000000.0
Net Borrowings,-30000000.0,-30000000.0,-360000000.0,-360000000.0
Total Cash From Financing Activities,-1291000000.0,-906000000.0,-1109000000.0,-448000000.0
Change To Operating Activities,94000000.0,41000000.0,-65000000.0,-29000000.0
Net Income,968000000.0,1173000000.0,706000000.0,760000000.0
Change In Cash,-807000000.0,31000000.0,-174000000.0,231000000.0
Repurchase Of Stock,-1064000000.0,-701000000.0,-551000000.0,-203000000.0
Total Cash From Operating Activities,1420000000.0,1167000000.0,1232000000.0,1135000000.0
Depreciation,367000000.0,348000000.0,345000000.0,347000000.0
Other Cashflows From Investing Activities,1000000.0,-9000000.0,8000000.0,-45000000.0
Dividends Paid,-208000000.0,-212000000.0,-213000000.0,-198000000.0
Change To Account Receivables,-26000000.0,-63000000.0,-64000000.0,71000000.0
Other Cashflows From Financing Activities,11000000.0,7000000.0,15000000.0,-47000000.0
Change To Netincome,-35000000.0,-341000000.0,65000000.0,59000000.0
Capital Expenditures,-466000000.0,-448000000.0,-306000000.0,-417000000.0
