,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,19927896000,7997598000,5504517000,1319000,0,0
1,2021,1,21161200000,8783954000,5504517000,858974000,0,0
2,2021,2,21411835000,9089622000,5504517000,272000,0,0
3,2021,3,22500301000,9360529000,5504517000,797272000,0,0
