,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,490527000.0,325437000.0,-96230000.0,-27241000.0
Change To Liabilities,-1225000.0,1294000.0,-2207000.0,-12170000.0
Total Cashflows From Investing Activities,-845500000.0,126166000.0,-599300000.0,-832402000.0
Net Borrowings,1272533000.0,1272533000.0,1272533000.0,1272533000.0
Total Cash From Financing Activities,1034268000.0,-224415000.0,-226670000.0,-277393000.0
Change To Operating Activities,-36227000.0,32974000.0,-30466000.0,78627000.0
Net Income,101929000.0,440776000.0,69119000.0,171094000.0
Change In Cash,658527000.0,433471000.0,-299870000.0,-544122000.0
Total Cash From Operating Activities,469759000.0,531720000.0,526100000.0,565673000.0
Depreciation,5796000.0,5733000.0,5671000.0,5796000.0
Dividends Paid,-73017000.0,-72581000.0,-65983000.0,-57605000.0
Change To Account Receivables,613539000.0,519459000.0,573647000.0,47490000.0
Other Cashflows From Financing Activities,-165248000.0,-151834000.0,-160687000.0,539473000.0
Change To Netincome,-219292000.0,-473309000.0,-94454000.0,269990000.0
Other Cashflows From Investing Activities,,-18600000.0,-18600000.0,-18600000.0
Repurchase Of Stock,,,,-759261000.0
