,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,18039143000,10533483000,3356000,0,6910501000,6596736000
1,2021,1,17248728000,9592945000,3359000,0,5938879000,5672677000
2,2021,2,18458352000,10335165000,3357000,0,6458613000,6015976000
3,2021,3,19730360000,11329681000,3346000,0,6798327000,6362584000
