,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-170300000.0,-80100000.0,-2900000.0,-56500000.0
Change To Liabilities,89000000.0,106700000.0,64800000.0,-82800000.0
Total Cashflows From Investing Activities,-233600000.0,-152700000.0,-64700000.0,-166400000.0
Total Cash From Financing Activities,-746500000.0,-564500000.0,-785000000.0,-401100000.0
Change To Operating Activities,-23000000.0,26300000.0,-320700000.0,-145100000.0
Net Income,329200000.0,448500000.0,410200000.0,357900000.0
Change In Cash,-200200000.0,524500000.0,-113700000.0,-893600000.0
Repurchase Of Stock,-750000000.0,-450000000.0,-600000000.0,-400000000.0
Effect Of Exchange Rate,-25400000.0,14400000.0,-33000000.0,41000000.0
Total Cash From Operating Activities,805300000.0,1227300000.0,769000000.0,-367100000.0
Depreciation,133200000.0,117200000.0,102600000.0,109700000.0
Other Cashflows From Investing Activities,-1400000.0,-700000.0,2700000.0,-8900000.0
Change To Inventory,-128800000.0,-81300000.0,-112500000.0,-45700000.0
Change To Account Receivables,-53700000.0,174300000.0,37200000.0,138500000.0
Other Cashflows From Financing Activities,3500000.0,-113800000.0,-15700000.0,-1200000.0
Change To Netincome,459400000.0,435600000.0,587400000.0,-699600000.0
Capital Expenditures,-42000000.0,-71900000.0,-92600000.0,-86000000.0
Net Borrowings,,-700000.0,-169300000.0,100000.0
