,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-1845409000.0,-1017685000.0,241903000.0,623030000.0
Change To Liabilities,0.0,0.0,0.0,72769000.0
Total Cashflows From Investing Activities,-2578436000.0,-1443079000.0,184582000.0,-681079000.0
Net Borrowings,-38342000.0,-311392000.0,-224503000.0,1976744000.0
Total Cash From Financing Activities,3846000.0,-306597000.0,-229455000.0,1656407000.0
Change To Operating Activities,55609000.0,51257000.0,132239000.0,-553814000.0
Issuance Of Stock,12684000.0,18704000.0,6389000.0,5402000.0
Net Income,557042000.0,671047000.0,630224000.0,732632000.0
Change In Cash,-1566822000.0,-623275000.0,1080625000.0,1569413000.0
Total Cash From Operating Activities,1007768000.0,1126401000.0,1125498000.0,594085000.0
Depreciation,177291000.0,186390000.0,190385000.0,196525000.0
Other Cashflows From Investing Activities,-120932000.0,-44995000.0,2006000.0,-337065000.0
Other Cashflows From Financing Activities,29504000.0,-13909000.0,-11341000.0,-325739000.0
Change To Netincome,217826000.0,217707000.0,172650000.0,197487000.0
Capital Expenditures,-333884000.0,-262975000.0,-115096000.0,-103753000.0
Change To Inventory,,,,58291000.0
Change To Account Receivables,,,,-25172000.0
