,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,9810000000.0,9835000000.0,10441000000.0,10319000000.0
Capital Surplus,2465000000.0,2438000000.0,2410000000.0,2383000000.0
Total Liab,127757000000.0,126054000000.0,131527000000.0,128476000000.0
Total Stockholder Equity,33735000000.0,32103000000.0,33559000000.0,32479000000.0
Other Current Liab,8551000000.0,8638000000.0,8955000000.0,8632000000.0
Total Assets,161492000000.0,158157000000.0,165086000000.0,160955000000.0
Common Stock,135000000.0,135000000.0,135000000.0,135000000.0
Other Current Assets,2471000000.0,2519000000.0,2363000000.0,2170000000.0
Retained Earnings,40162000000.0,39277000000.0,37984000000.0,37460000000.0
Other Liab,103030000000.0,102484000000.0,110366000000.0,105548000000.0
Treasury Stock,-9027000000.0,-9747000000.0,-6970000000.0,-7499000000.0
Other Assets,12725000000.0,12248000000.0,11946000000.0,12006000000.0
Cash,5469000000.0,4990000000.0,5141000000.0,5563000000.0
Total Current Liabilities,16606000000.0,15482000000.0,13318000000.0,15103000000.0
Short Long Term Debt,1000000.0,,,
Other Stockholder Equity,8019000000.0,6807000000.0,8934000000.0,7917000000.0
Property Plant Equipment,563000000.0,578000000.0,601000000.0,584000000.0
Total Current Assets,10396000000.0,9581000000.0,9439000000.0,9386000000.0
Long Term Investments,127998000000.0,125915000000.0,132659000000.0,128660000000.0
Net Tangible Assets,33735000000.0,32103000000.0,33559000000.0,32479000000.0
Short Term Investments,1667000000.0,1295000000.0,1139000000.0,823000000.0
Net Receivables,788000000.0,777000000.0,796000000.0,824000000.0
Long Term Debt,7979000000.0,7937000000.0,7745000000.0,7675000000.0
Accounts Payable,4921000000.0,4948000000.0,3343000000.0,4976000000.0
