,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,46702000.0,57513000.0,62718000.0,58338000.0
Capital Surplus,8468708000.0,8457717000.0,8551763000.0,9167138000.0
Total Liab,7416714000.0,7607097000.0,7247425000.0,5409008000.0
Total Stockholder Equity,7172631000.0,7716128000.0,7736650000.0,7970082000.0
Other Current Liab,944201000.0,142120000.0,100836000.0,99360000.0
Total Assets,14589345000.0,15323225000.0,14984075000.0,13379090000.0
Common Stock,4000.0,4000.0,4000.0,4000.0
Other Current Assets,32981000.0,3910000.0,37593000.0,7816000.0
Retained Earnings,-1183996000.0,-647239000.0,-712888000.0,-1125669000.0
Other Liab,70291000.0,74834000.0,64950000.0,67562000.0
Good Will,1293826000.0,1325200000.0,1316461000.0,1312346000.0
Treasury Stock,-112085000.0,-94354000.0,-102229000.0,-71391000.0
Other Assets,1250674000.0,1022064000.0,1003144000.0,861565000.0
Cash,3473865000.0,4125595000.0,4248702000.0,1988429000.0
Total Current Liabilities,2114981000.0,2257919000.0,2036693000.0,1952826000.0
Deferred Long Term Asset Charges,1133816000.0,936121000.0,933245000.0,796326000.0
Other Stockholder Equity,-106794000.0,-89056000.0,-96932000.0,-66094000.0
Property Plant Equipment,3169409000.0,3037807000.0,2621110000.0,2423933000.0
Total Current Assets,8649234000.0,9728141000.0,9863742000.0,8637108000.0
Long Term Investments,179500000.0,152500000.0,116900000.0,85800000.0
Net Tangible Assets,5832103000.0,6333415000.0,6357471000.0,6599398000.0
Short Term Investments,3937447000.0,4481468000.0,4557585000.0,5483873000.0
Net Receivables,1014208000.0,954265000.0,850075000.0,1041743000.0
Long Term Debt,4250678000.0,4248338000.0,4246025000.0,2568872000.0
Accounts Payable,207912000.0,325446000.0,219899000.0,194281000.0
Short Long Term Debt,,953565000.0,953046000.0,917866000.0
