,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,-330500000.0,142400000.0,148600000.0,87900000.0
Total Cashflows From Investing Activities,-36400000.0,-2588700000.0,-21100000.0,-35200000.0
Net Borrowings,280000000.0,2149900000.0,-27800000.0,-7800000.0
Total Cash From Financing Activities,217000000.0,2052900000.0,-98500000.0,-83900000.0
Change To Operating Activities,-100100000.0,-130100000.0,-71900000.0,-104500000.0
Issuance Of Stock,8700000.0,1400000.0,6300000.0,6500000.0
Net Income,67200000.0,260400000.0,165000000.0,56300000.0
Change In Cash,42200000.0,-81300000.0,-9800000.0,9000000.0
Effect Of Exchange Rate,-3100000.0,4100000.0,3500000.0,700000.0
Total Cash From Operating Activities,-135400000.0,450600000.0,106200000.0,127500000.0
Depreciation,120000000.0,107200000.0,78400000.0,75100000.0
Other Cashflows From Investing Activities,-7200000.0,44400000.0,-700000.0,-8400000.0
Dividends Paid,-66800000.0,-66600000.0,-66600000.0,-66300000.0
Change To Account Receivables,96600000.0,95900000.0,-238600000.0,-800000.0
Other Cashflows From Financing Activities,-4900000.0,-11300000.0,-10200000.0,-16300000.0
Change To Netincome,11400000.0,-25200000.0,24700000.0,13500000.0
Capital Expenditures,-5700000.0,-10400000.0,-11400000.0,-15800000.0
Repurchase Of Stock,,-20500000.0,-200000.0,-200000.0
