,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,3,7161000000,3807000000,2000000,0,1011000000,835000000
1,2020,4,7218000000,3921000000,2000000,0,1220000000,1003000000
2,2021,1,7494000000,3958000000,2000000,0,1180000000,1008000000
3,2021,2,7686000000,4141000000,2000000,0,1221000000,1035000000
