,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,3252544400000.0,3253195167000.0,3268058671000.0,3318428063000.0
Capital Surplus,1354532623680.0,1356188252640.0,1357038093880.0,1310547283810.0
Total Liab,36613743440890.0,32614320071530.0,33607143443630.0,31412381141300.0
Total Stockholder Equity,49171490806370.0,46756521910160.0,45262152642310.0,44331350426990.0
Minority Interest,4349822864860.0,4098758730200.0,3953318011590.0,3343241658090.0
Deferred Long Term Liab,145564000000.0,160039000000.0,175478000000.0,227111000000.0
Other Current Liab,4739531229720.0,4278911183810.0,4328843033000.0,3406850184040.0
Total Assets,90135057112120.0,83469600711890.0,82822614097520.0,79086973226380.0
Common Stock,482403125000.0,482403125000.0,482403125000.0,482403125000.0
Other Current Assets,795950784480.0,662618389570.0,702385624710.0,685275890620.0
Retained Earnings,50348460665000.0,48220728455000.0,46784409297000.0,46111457267940.0
Other Liab,2248774076500.0,2293535147650.0,2266169639350.0,2242208025800.0
Good Will,906889000000.0,905041000000.0,905135000000.0,903893000000.0
Treasury Stock,-3013905607310.0,-3302797922480.0,-3361697873570.0,-3573057249760.0
Other Assets,6381388600590.0,5900277863910.0,4218233684310.0,5753098607130.0
Cash,5480044599760.0,4022137264370.0,4546138252760.0,4754643963050.0
Total Current Liabilities,19405275340390.0,17744269914880.0,18289088927280.0,16854968422500.0
Deferred Long Term Asset Charges,1410322253000.0,1353661013470.0,1356920530860.0,1335154440410.0
Short Long Term Debt,2774742000000.0,2270576000000.0,3245179000000.0,3483134000000.0
Other Stockholder Equity,-505611805530.0,-794504120700.0,-853404071790.0,-1181534490480.0
Property Plant Equipment,29414127944410.0,29334214582610.0,29471590618830.0,29400141331760.0
Total Current Assets,45694290971860.0,40160509888160.0,39395057916490.0,35797539056680.0
Long Term Investments,4485816195260.0,3916362210210.0,5564538206890.0,3913873167810.0
Net Tangible Assets,45012057406370.0,42598285743160.0,41088958971310.0,40109029363990.0
Short Term Investments,13087367598000.0,12660533590000.0,12937925764000.0,11609885181000.0
Net Receivables,12310723793000.0,11105870671000.0,10600829662000.0,9513958619000.0
Long Term Debt,14338622024000.0,11942638009000.0,12425770877000.0,11820077693000.0
Inventory,13809620196620.0,11426741973220.0,10253346613020.0,9051790403010.0
Accounts Payable,5216238295670.0,4144616263070.0,3807052022280.0,3755512911460.0
