,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,30100000.0,57900000.0,-94100000.0,-30600000.0
Change To Liabilities,1400000.0,21000000.0,44400000.0,41300000.0
Total Cashflows From Investing Activities,-660400000.0,20000000.0,-99000000.0,-101500000.0
Net Borrowings,496800000.0,496800000.0,-6400000.0,-6400000.0
Total Cash From Financing Activities,481900000.0,-5200000.0,-33800000.0,-400000.0
Change To Operating Activities,-4300000.0,-4700000.0,-23300000.0,-5900000.0
Issuance Of Stock,600000.0,300000.0,500000.0,500000.0
Net Income,-40600000.0,9300000.0,3200000.0,25500000.0
Change In Cash,-132000000.0,103400000.0,-39800000.0,-35000000.0
Repurchase Of Stock,-4300000.0,-700000.0,-2200000.0,-400000.0
Total Cash From Operating Activities,46500000.0,88600000.0,93000000.0,66900000.0
Depreciation,8300000.0,9600000.0,7500000.0,7200000.0
Change To Account Receivables,-600000.0,2700000.0,5100000.0,-28300000.0
Other Cashflows From Financing Activities,-11200000.0,-4800000.0,-25700000.0,-25700000.0
Change To Netincome,63100000.0,33500000.0,38800000.0,10500000.0
Capital Expenditures,-4800000.0,-6300000.0,-4700000.0,-5000000.0
