,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-31966000000.0,26083000000.0,-179685000000.0,-206724000000.0
Change To Liabilities,-8076000000.0,-37832000000.0,37451000000.0,8802000000.0
Total Cashflows From Investing Activities,-320418000000.0,-115943000000.0,-354640000000.0,-428464000000.0
Net Borrowings,-7680000000.0,53596000000.0,-29651000000.0,79570000000.0
Total Cash From Financing Activities,-28554000000.0,-47650000000.0,-50209000000.0,17948000000.0
Change To Operating Activities,134381000000.0,-47681000000.0,68824000000.0,24704000000.0
Net Income,81466000000.0,65216000000.0,50369000000.0,48173000000.0
Change In Cash,25884000000.0,56433000000.0,-53463000000.0,-174268000000.0
Repurchase Of Stock,-20330000000.0,-10217000000.0,-5280000000.0,-38920000000.0
Effect Of Exchange Rate,559000000.0,1167000000.0,11767000000.0,-37000000.0
Total Cash From Operating Activities,374297000000.0,218859000000.0,339619000000.0,236285000000.0
Depreciation,82550000000.0,81687000000.0,80186000000.0,80790000000.0
Other Cashflows From Investing Activities,23024000000.0,-9867000000.0,4167000000.0,-986000000.0
Change To Inventory,-5833000000.0,5622000000.0,3087000000.0,-7712000000.0
Change To Account Receivables,-4458000000.0,36123000000.0,-16201000000.0,-14438000000.0
Other Cashflows From Financing Activities,-544000000.0,-38591000000.0,-15278000000.0,20969000000.0
Change To Netincome,77026000000.0,94551000000.0,105113000000.0,91081000000.0
Capital Expenditures,-256101000000.0,-183333000000.0,-225467000000.0,-188896000000.0
Dividends Paid,,-52438000000.0,-52438000000.0,-43671000000.0
