,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,120733000000.0,100056000000.0,77980000000.0,75407000000.0
Minority Interest,90845000000.0,67719000000.0,74688000000.0,63953000000.0
Net Income,81466000000.0,65216000000.0,50369000000.0,48173000000.0
Selling General Administrative,123799000000.0,122085000000.0,139180000000.0,116309000000.0
Gross Profit,233236000000.0,244587000000.0,227816000000.0,216343000000.0
Ebit,125076000000.0,113362000000.0,92136000000.0,90506000000.0
Operating Income,125076000000.0,113362000000.0,92136000000.0,90506000000.0
Other Operating Expenses,-15639000000.0,9140000000.0,-3500000000.0,9528000000.0
Interest Expense,-16525000000.0,-16928000000.0,-17269000000.0,-18655000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,38614000000.0,29456000000.0,26481000000.0,25584000000.0
Total Revenue,632721000000.0,608813000000.0,627014000000.0,580956000000.0
Total Operating Expenses,507645000000.0,495451000000.0,534878000000.0,490450000000.0
Cost Of Revenue,399485000000.0,364226000000.0,399198000000.0,364613000000.0
Total Other Income Expense Net,-4343000000.0,-13306000000.0,-14156000000.0,-15099000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,82119000000.0,70600000000.0,51499000000.0,49823000000.0
Net Income Applicable To Common Shares,81466000000.0,65216000000.0,50369000000.0,48173000000.0
