,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,14104000.0,12008000.0,4813000.0,5000000.0
Capital Surplus,7724822000.0,7561155000.0,7486518000.0,7414932000.0
Total Liab,1929261000.0,1917341000.0,1817417000.0,1731514000.0
Total Stockholder Equity,3357073000.0,3606775000.0,4003587000.0,3869243000.0
Other Current Liab,188098000.0,186607000.0,182095000.0,104583000.0
Total Assets,5286334000.0,5524116000.0,5821004000.0,5600757000.0
Common Stock,121000.0,120000.0,119000.0,118000.0
Other Current Assets,91624000.0,95634000.0,87790000.0,83314000.0
Retained Earnings,-4380450000.0,-3966595000.0,-3486254000.0,-3552749000.0
Other Liab,386307000.0,445999000.0,485293000.0,443261000.0
Good Will,109000.0,109000.0,109000.0,109000.0
Treasury Stock,12580000.0,12095000.0,3204000.0,6942000.0
Other Assets,200485000.0,167862000.0,158497000.0,137347000.0
Cash,1383310000.0,1776448000.0,1901819000.0,1381950000.0
Total Current Liabilities,1304435000.0,1242314000.0,1112542000.0,1075199000.0
Deferred Long Term Asset Charges,106844000.0,79751000.0,78215000.0,65962000.0
Short Long Term Debt,1940000.0,1548000.0,687000.0,307000.0
Other Stockholder Equity,12580000.0,12095000.0,3204000.0,6942000.0
Property Plant Equipment,551373000.0,491147000.0,460895000.0,448267000.0
Total Current Assets,4432835000.0,4799039000.0,5140979000.0,4960690000.0
Long Term Investments,87428000.0,53951000.0,55711000.0,49344000.0
Net Tangible Assets,3342860000.0,3594658000.0,3998665000.0,3864134000.0
Short Term Investments,2533617000.0,2605452000.0,2910472000.0,3268725000.0
Net Receivables,163563000.0,118456000.0,103928000.0,79673000.0
Long Term Debt,200906000.0,194856000.0,193017000.0,183637000.0
Inventory,150979000.0,117587000.0,72974000.0,89293000.0
Accounts Payable,206203000.0,168826000.0,146923000.0,231957000.0
