,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,55048000.0,297627000.0,342837000.0,-32236000.0
Change To Liabilities,16203000.0,19252000.0,77067000.0,73856000.0
Total Cashflows From Investing Activities,-11995000.0,251596000.0,291948000.0,-86925000.0
Net Borrowings,12616000.0,25784000.0,81665000.0,308387000.0
Total Cash From Financing Activities,109207000.0,35631000.0,107419000.0,325658000.0
Change To Operating Activities,-16354000.0,-20674000.0,-51653000.0,70744000.0
Issuance Of Stock,96591000.0,9847000.0,25754000.0,17271000.0
Net Income,-413855000.0,-480341000.0,66495000.0,-472745000.0
Change In Cash,-396989000.0,-123721000.0,520401000.0,-79710000.0
Effect Of Exchange Rate,1512000.0,9318000.0,-4061000.0,13891000.0
Total Cash From Operating Activities,-495713000.0,-420266000.0,125095000.0,-332334000.0
Depreciation,11961000.0,11410000.0,9632000.0,7828000.0
Change To Inventory,-33392000.0,-44613000.0,16319000.0,-51934000.0
Change To Account Receivables,-55836000.0,10318000.0,-23656000.0,-134000.0
Change To Netincome,-4656000.0,91414000.0,23742000.0,25460000.0
Capital Expenditures,-67043000.0,-38531000.0,-42389000.0,-34689000.0
Other Cashflows From Investing Activities,,-7500000.0,-7500000.0,-7500000.0
