,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,271530000000,186353000000,16672000000,2445000000,69590000000,62068000000
1,2021,1,270319000000,182195000000,89782000000,5000000,49778000000,46591000000
2,2021,2,281045000000,189350000000,93331000000,3328000000,54941000000,51262000000
3,2021,3,290527000000,194899000000,97323000000,161000000,56263000000,50511000000
