Date,Dividends
2015-07-01,8.897
2015-09-18,0.09
2016-05-16,0.239
2016-09-07,0.095
2017-05-12,0.25
2017-08-30,0.1
2018-05-14,0.264
2018-08-30,0.111
2019-05-20,0.293
2019-08-29,0.111
2020-05-18,0.296
2020-09-03,0.079
2021-05-19,0.219
2021-09-03,0.103
