,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,95948000000,83247000000,1000000,138000000,1944000000,1206000000
1,2021,1,95854000000,82415000000,1000000,139000000,2247000000,1222000000
2,2021,2,92017000000,77820000000,1000000,138000000,2589000000,1347000000
3,2021,3,91937000000,78001000000,1000000,135000000,2461000000,1320000000
