,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,155000000.0,257000000.0,345000000.0,224000000.0
Minority Interest,269000000.0,253000000.0,238000000.0,265000000.0
Net Income,104000000.0,181000000.0,230000000.0,151000000.0
Selling General Administrative,142000000.0,136000000.0,130000000.0,458000000.0
Gross Profit,329000000.0,396000000.0,475000000.0,728000000.0
Ebit,160000000.0,237000000.0,340000000.0,251000000.0
Operating Income,160000000.0,237000000.0,340000000.0,251000000.0
Other Operating Expenses,27000000.0,23000000.0,5000000.0,19000000.0
Interest Expense,,-1000000.0,-1000000.0,-1000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,44000000.0,64000000.0,102000000.0,63000000.0
Total Revenue,2554000000.0,2451000000.0,2557000000.0,2259000000.0
Total Operating Expenses,2394000000.0,2214000000.0,2217000000.0,2008000000.0
Cost Of Revenue,2225000000.0,2055000000.0,2082000000.0,1531000000.0
Total Other Income Expense Net,-5000000.0,20000000.0,5000000.0,-27000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,111000000.0,193000000.0,243000000.0,161000000.0
Net Income Applicable To Common Shares,104000000.0,181000000.0,230000000.0,151000000.0
