,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2021,1,25552000000,15723000000,3000000,0,3943000000,3881000000
1,2021,2,25409000000,15460000000,3000000,0,4137000000,3940000000
2,2021,3,26132000000,15411000000,3000000,0,4920000000,4298000000
3,2021,4,26391000000,15030000000,3000000,0,5051000000,4441000000
