,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,43282297000,29294856000,643000,10403000,2386442000,1842898000
1,2021,1,44204267000,30173261000,645000,10403000,2265794000,1827638000
2,2021,2,46481886000,31519407000,647000,10402000,2569996000,1894510000
3,2021,3,44783736000,31385973000,648000,17291000,2101204000,1681262000
