,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,8000000.0,10000000.0,10000000.0,10000000.0
Change To Liabilities,72000000.0,16000000.0,-47000000.0,11000000.0
Total Cashflows From Investing Activities,-452000000.0,-130000000.0,95000000.0,-202000000.0
Net Borrowings,-742000000.0,-560000000.0,-560000000.0,-560000000.0
Total Cash From Financing Activities,-982000000.0,-824000000.0,-134000000.0,-46000000.0
Change To Operating Activities,-76000000.0,-95000000.0,45000000.0,26000000.0
Net Income,256000000.0,213000000.0,-102000000.0,-92000000.0
Change In Cash,-339000000.0,-359000000.0,340000000.0,228000000.0
Repurchase Of Stock,-9000000.0,-33000000.0,-1000000.0,-1000000.0
Effect Of Exchange Rate,2000000.0,3000000.0,2000000.0,4000000.0
Total Cash From Operating Activities,1093000000.0,592000000.0,377000000.0,472000000.0
Depreciation,537000000.0,482000000.0,306000000.0,299000000.0
Dividends Paid,-75000000.0,-128000000.0,-41000000.0,-43000000.0
Change To Account Receivables,-100000000.0,-63000000.0,-108000000.0,21000000.0
Other Cashflows From Financing Activities,-2000000.0,-28000000.0,5000000.0,-3000000.0
Change To Netincome,283000000.0,24000000.0,171000000.0,207000000.0
Capital Expenditures,-509000000.0,-499000000.0,-220000000.0,-204000000.0
Other Cashflows From Investing Activities,,,310000000.0,1000000.0
