,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,402538000.0,410651000.0,416247000.0,418770000.0
Capital Surplus,102484000.0,98842000.0,95824000.0,101757000.0
Total Liab,803184000.0,871009000.0,887945000.0,904540000.0
Total Stockholder Equity,1101629000.0,1050684000.0,988935000.0,941360000.0
Other Current Liab,212478000.0,224548000.0,236364000.0,194793000.0
Total Assets,1904813000.0,1921693000.0,1876880000.0,1845900000.0
Common Stock,492049000.0,492079000.0,492124000.0,491612000.0
Other Current Assets,48663000.0,49546000.0,39229000.0,35404000.0
Retained Earnings,524561000.0,470653000.0,412142000.0,358888000.0
Other Liab,99057000.0,100211000.0,105399000.0,105320000.0
Good Will,665645000.0,664118000.0,659795000.0,653176000.0
Treasury Stock,-17465000.0,-10890000.0,-11155000.0,-10897000.0
Other Assets,80253000.0,77615000.0,70553000.0,68783000.0
Cash,117655000.0,128528000.0,117322000.0,98477000.0
Total Current Liabilities,477496000.0,518744000.0,507788000.0,472511000.0
Deferred Long Term Asset Charges,2568000.0,2653000.0,2649000.0,2222000.0
Short Long Term Debt,18750000.0,18850000.0,18950000.0,17188000.0
Other Stockholder Equity,-17465000.0,-10890000.0,-11155000.0,-10897000.0
Property Plant Equipment,382923000.0,392984000.0,396242000.0,390394000.0
Total Current Assets,373454000.0,376325000.0,334043000.0,314777000.0
Net Tangible Assets,33446000.0,-24085000.0,-87107000.0,-130586000.0
Net Receivables,180160000.0,168299000.0,144847000.0,150053000.0
Long Term Debt,49250000.0,69250000.0,96250000.0,185812000.0
Inventory,26976000.0,29952000.0,32645000.0,30843000.0
Accounts Payable,38509000.0,74815000.0,66586000.0,64596000.0
