,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-49000000.0,-57000000.0,-16000000.0,-219000000.0
Change To Liabilities,213000000.0,132000000.0,-105000000.0,24000000.0
Total Cashflows From Investing Activities,-1464000000.0,-860000000.0,-1153000000.0,-2207000000.0
Net Borrowings,94000000.0,154000000.0,-561000000.0,1445000000.0
Total Cash From Financing Activities,-177000000.0,-110000000.0,1269000000.0,1401000000.0
Change To Operating Activities,41000000.0,-9000000.0,-116000000.0,119000000.0
Net Income,345000000.0,335000000.0,331000000.0,260000000.0
Change In Cash,-319000000.0,280000000.0,1055000000.0,227000000.0
Total Cash From Operating Activities,1322000000.0,1250000000.0,939000000.0,1033000000.0
Depreciation,804000000.0,793000000.0,597000000.0,608000000.0
Other Cashflows From Investing Activities,1000000.0,197000000.0,1000000.0,138000000.0
Dividends Paid,-271000000.0,-251000000.0,-251000000.0,-236000000.0
Change To Inventory,31000000.0,58000000.0,-14000000.0,-57000000.0
Change To Account Receivables,-227000000.0,-53000000.0,105000000.0,-71000000.0
Change To Netincome,37000000.0,-1000000.0,38000000.0,-15000000.0
Capital Expenditures,-716000000.0,-753000000.0,-750000000.0,-682000000.0
Other Cashflows From Financing Activities,,-13000000.0,781000000.0,192000000.0
Issuance Of Stock,,,1300000000.0,1300000000.0
