,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-75661000.0,-3347000.0,3141000.0,-14114000.0
Change To Liabilities,19997000.0,27678000.0,-21578000.0,-12332000.0
Total Cashflows From Investing Activities,-434757000.0,-321338000.0,-242273000.0,-225308000.0
Net Borrowings,846316000.0,-3302000.0,-502739000.0,-4373000.0
Total Cash From Financing Activities,653015000.0,-398978000.0,-679936000.0,-194569000.0
Change To Operating Activities,-97860000.0,72468000.0,-167443000.0,106556000.0
Issuance Of Stock,448000.0,448000.0,19643000.0,1000.0
Net Income,108297000.0,111703000.0,100596000.0,10311000.0
Change In Cash,444641000.0,-311903000.0,-770146000.0,-45460000.0
Total Cash From Operating Activities,226383000.0,408413000.0,152063000.0,374417000.0
Depreciation,179657000.0,174038000.0,173028000.0,168580000.0
Dividends Paid,-170264000.0,-171551000.0,-171566000.0,-172332000.0
Change To Account Receivables,-38363000.0,-39068000.0,16467000.0,-6873000.0
Other Cashflows From Financing Activities,-23485000.0,-24062000.0,-25274000.0,-17865000.0
Change To Netincome,54644000.0,61549000.0,50993000.0,108175000.0
Repurchase Of Stock,,-63000.0,-63000.0,-63000.0
Other Cashflows From Investing Activities,,,,6397000.0
