,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Capital Surplus,6415802000.0,6405916000.0,6392923000.0,6356791000.0
Total Liab,14794061000.0,13969083000.0,13892205000.0,14518578000.0
Total Stockholder Equity,5716818000.0,5749342000.0,5775641000.0,5796083000.0
Minority Interest,2337931000.0,2340651000.0,2345706000.0,2343529000.0
Deferred Long Term Liab,622807000.0,627338000.0,622649000.0,640085000.0
Other Current Liab,169739000.0,169718000.0,171003000.0,171082000.0
Total Assets,22848810000.0,22059076000.0,22213552000.0,22858190000.0
Common Stock,1562000.0,1561000.0,1561000.0,1557000.0
Other Current Assets,176753000.0,126919000.0,380916000.0,84427000.0
Other Liab,379178000.0,379970000.0,407644000.0,418981000.0
Treasury Stock,-700546000.0,-658135000.0,-618843000.0,-562265000.0
Other Assets,1190841000.0,1124357000.0,1043998000.0,1091039000.0
Cash,1002728000.0,557307000.0,697369000.0,1668742000.0
Total Current Liabilities,588834000.0,583073000.0,508553000.0,644622000.0
Other Stockholder Equity,-697824000.0,-655413000.0,-616121000.0,-559543000.0
Property Plant Equipment,17700899000.0,17575434000.0,17451674000.0,17367853000.0
Total Current Assets,2542031000.0,2012220000.0,2371153000.0,3049363000.0
Long Term Investments,1415039000.0,1347065000.0,1346727000.0,1349935000.0
Net Tangible Assets,5716818000.0,5749342000.0,5775641000.0,5796083000.0
Net Receivables,1362550000.0,1327994000.0,1292868000.0,1296194000.0
Long Term Debt,13378350000.0,12536065000.0,12536264000.0,13047758000.0
Accounts Payable,331687000.0,305969000.0,260875000.0,336264000.0
