,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,1112000000.0,935000000.0,911000000.0,795000000.0
Capital Surplus,3611000000.0,3602000000.0,3592000000.0,3635000000.0
Total Liab,185207000000.0,182464000000.0,184304000000.0,181569000000.0
Total Stockholder Equity,20408000000.0,20810000000.0,20479000000.0,20995000000.0
Other Current Liab,2243000000.0,2238000000.0,2034000000.0,1732000000.0
Total Assets,207731000000.0,205390000000.0,206899000000.0,204680000000.0
Common Stock,2051000000.0,2051000000.0,2051000000.0,2051000000.0
Other Current Assets,5646000000.0,6188000000.0,5948000000.0,5227000000.0
Retained Earnings,19817000000.0,19343000000.0,18863000000.0,18384000000.0
Other Liab,1910000000.0,1681000000.0,1974000000.0,2692000000.0
Good Will,4514000000.0,4259000000.0,4259000000.0,4258000000.0
Treasury Stock,-5071000000.0,-4186000000.0,-4027000000.0,-3075000000.0
Other Assets,112087000000.0,111895000000.0,113264000000.0,109130000000.0
Cash,3213000000.0,3285000000.0,3122000000.0,3147000000.0
Total Current Liabilities,171374000000.0,167949000000.0,167142000000.0,166636000000.0
Other Stockholder Equity,1637000000.0,1974000000.0,1792000000.0,2601000000.0
Property Plant Equipment,3159000000.0,3188000000.0,3186000000.0,3253000000.0
Total Current Assets,13536000000.0,13428000000.0,12357000000.0,14620000000.0
Long Term Investments,73323000000.0,71685000000.0,72922000000.0,72624000000.0
Net Tangible Assets,15725000000.0,16434000000.0,16093000000.0,16598000000.0
Long Term Debt,11272000000.0,12218000000.0,14599000000.0,11688000000.0
Inventory,31000000.0,36000000.0,42000000.0,30000000.0
Accounts Payable,165108000000.0,162283000000.0,162393000000.0,159081000000.0
Short Long Term Debt,,,,3155000000.0
Net Receivables,,,,2287000000.0
