,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-64745000.0,-22669000.0,-171039000.0,-34900000.0
Change To Liabilities,-103945000.0,-181725000.0,243601000.0,48217000.0
Total Cashflows From Investing Activities,-793459000.0,-704517000.0,-2119561000.0,-619212000.0
Net Borrowings,808256000.0,426314000.0,1563825000.0,933615000.0
Total Cash From Financing Activities,589837000.0,203755000.0,1369145000.0,780461000.0
Change To Operating Activities,-103482000.0,-42386000.0,71442000.0,10554000.0
Net Income,264520000.0,366143000.0,271923000.0,346260000.0
Change In Cash,192407000.0,-89346000.0,-564053000.0,652083000.0
Total Cash From Operating Activities,396029000.0,411416000.0,186363000.0,490834000.0
Depreciation,274648000.0,270704000.0,260201000.0,244452000.0
Other Cashflows From Investing Activities,5526000.0,7135000.0,6162000.0,6518000.0
Dividends Paid,-201198000.0,-201013000.0,-189010000.0,-188838000.0
Change To Inventory,120401000.0,-42494000.0,-36506000.0,-38230000.0
Change To Account Receivables,39083000.0,-124344000.0,-157948000.0,-127435000.0
Other Cashflows From Financing Activities,-17221000.0,-21546000.0,-26304000.0,35684000.0
Change To Netincome,-27618000.0,-6571000.0,-467402000.0,-19541000.0
Capital Expenditures,-734240000.0,-688983000.0,-1954684000.0,-701366000.0
Issuance Of Stock,,,20634000.0,20634000.0
