,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,2000000.0,167000000.0,1000000.0,1000000.0
Change To Liabilities,133000000.0,153000000.0,-139000000.0,0.0
Total Cashflows From Investing Activities,-79000000.0,147000000.0,-25000000.0,-25000000.0
Total Cash From Financing Activities,-186000000.0,-550000000.0,-359000000.0,-359000000.0
Net Income,220000000.0,-36000000.0,94000000.0,195000000.0
Change In Cash,85000000.0,-71000000.0,-486000000.0,-486000000.0
Repurchase Of Stock,-128000000.0,-447000000.0,-317000000.0,-317000000.0
Effect Of Exchange Rate,-6000000.0,4000000.0,-13000000.0,-13000000.0
Total Cash From Operating Activities,356000000.0,328000000.0,-89000000.0,-89000000.0
Depreciation,36000000.0,35000000.0,43000000.0,43000000.0
Other Cashflows From Investing Activities,4000000.0,-1000000.0,4000000.0,4000000.0
Dividends Paid,-58000000.0,-60000000.0,-36000000.0,-36000000.0
Change To Inventory,-90000000.0,-69000000.0,-78000000.0,-78000000.0
Change To Account Receivables,19000000.0,-43000000.0,-195000000.0,-195000000.0
Change To Netincome,38000000.0,288000000.0,186000000.0,186000000.0
Capital Expenditures,-29000000.0,-23000000.0,-30000000.0,-30000000.0
Net Borrowings,,-1000000.0,154000000.0,154000000.0
Issuance Of Stock,,1000000.0,1000000.0,1000000.0
Other Cashflows From Financing Activities,,-43000000.0,-160000000.0,-160000000.0
