,2021-07-04,2021-04-04,2020-12-31,2020-09-27
Investments,-11000000.0,40000000.0,-131000000.0,4000000.0
Change To Liabilities,-88000000.0,465000000.0,179000000.0,329000000.0
Total Cashflows From Investing Activities,-121000000.0,-25000000.0,-382000000.0,-103000000.0
Net Borrowings,-134000000.0,-124000000.0,-6000000.0,274000000.0
Total Cash From Financing Activities,-977000000.0,-745000000.0,-284000000.0,104000000.0
Change To Operating Activities,141000000.0,-79000000.0,227000000.0,200000000.0
Issuance Of Stock,8000000.0,18000000.0,88000000.0,88000000.0
Net Income,600000000.0,603000000.0,501000000.0,501000000.0
Change In Cash,-477000000.0,-443000000.0,434000000.0,1216000000.0
Repurchase Of Stock,-672000000.0,-418000000.0,-91000000.0,-91000000.0
Effect Of Exchange Rate,5000000.0,-12000000.0,-42000000.0,-8000000.0
Total Cash From Operating Activities,616000000.0,339000000.0,1142000000.0,1223000000.0
Depreciation,166000000.0,169000000.0,173000000.0,165000000.0
Other Cashflows From Investing Activities,6000000.0,33000000.0,23000000.0,21000000.0
Dividends Paid,-197000000.0,-197000000.0,-200000000.0,-194000000.0
Change To Inventory,-292000000.0,-336000000.0,96000000.0,174000000.0
Change To Account Receivables,43000000.0,-374000000.0,-98000000.0,-123000000.0
Other Cashflows From Financing Activities,18000000.0,-24000000.0,-75000000.0,24000000.0
Change To Netincome,45000000.0,-110000000.0,63000000.0,-24000000.0
Capital Expenditures,-125000000.0,-87000000.0,-260000000.0,-116000000.0
