,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,37000000.0,41000000.0,46000000.0,50000000.0
Total Liab,161895000000.0,162940000000.0,167254000000.0,167462000000.0
Total Stockholder Equity,14965000000.0,15206000000.0,14625000000.0,14703000000.0
Other Current Liab,8000000.0,4000000.0,6000000.0,6000000.0
Total Assets,179184000000.0,180470000000.0,181879000000.0,182165000000.0
Common Stock,21644000000.0,21631000000.0,21566000000.0,21544000000.0
Other Current Assets,1660000000.0,1762000000.0,2491000000.0,2063000000.0
Retained Earnings,-2136000000.0,-2726000000.0,-3555000000.0,-4278000000.0
Other Liab,5093000000.0,5020000000.0,4950000000.0,4728000000.0
Good Will,343000000.0,343000000.0,343000000.0,343000000.0
Treasury Stock,-4543000000.0,-3699000000.0,-3386000000.0,-2563000000.0
Other Assets,113493000000.0,111322000000.0,111525000000.0,118577000000.0
Cash,10915000000.0,13664000000.0,15778000000.0,15621000000.0
Total Current Liabilities,141692000000.0,140551000000.0,141321000000.0,140586000000.0
Deferred Long Term Asset Charges,852000000.0,889000000.0,263000000.0,94000000.0
Other Stockholder Equity,51000000.0,216000000.0,27000000.0,631000000.0
Property Plant Equipment,12275000000.0,11975000000.0,11207000000.0,10527000000.0
Total Current Assets,15494000000.0,18343000000.0,21151000000.0,18634000000.0
Long Term Investments,37542000000.0,38446000000.0,37607000000.0,34034000000.0
Net Tangible Assets,14585000000.0,14822000000.0,14236000000.0,14310000000.0
Net Receivables,2910000000.0,2901000000.0,2864000000.0,379000000.0
Long Term Debt,14946000000.0,16896000000.0,20503000000.0,22006000000.0
Accounts Payable,140740000000.0,139767000000.0,140528000000.0,137638000000.0
Deferred Long Term Liab,,,,1912000000.0
